BCR,CD40,IL21_4,STAT,Syk,PI3K,BTK,CBM,TRAF6,NEMO_IKK,RelA_p50,IRF4,RAF,Erk,BCL6,Blimp1,cMyc,AID,BCL2,ID
1,0,1,1,1,0,1,1,0,2,2,2,1,0,1,0,0,1,0,45
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,45
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,45
0,0,0,0,0,0,0,1,0,2,2,2,0,0,1,0,0,0,1,46
0,0,1,1,0,0,0,1,0,2,2,2,0,0,1,0,0,1,1,46
0,1,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,46
0,1,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,46
1,0,0,0,1,0,1,1,0,2,2,2,1,1,1,0,0,0,1,46
1,0,1,1,1,0,1,1,0,2,2,2,1,0,1,0,0,1,1,46
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,46
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,0,47
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,0,47
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,47
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,47
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,47
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,47
0,0,0,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,48
0,0,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,48
0,1,0,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,48
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,48
1,0,0,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,48
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,48
1,1,0,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,48
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,49
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,49
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,1,0,1,49
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,1,1,1,49
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,49
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,49
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,1,0,1,49
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,1,1,1,49
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,50
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,50
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,50
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,0,0,1,1,50
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,50
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,50
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,50
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,50
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,51
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,51
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,51
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,0,0,1,1,51
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,51
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,51
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,51
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,51
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,52
0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,52
0,1,0,0,0,0,0,0,1,2,2,2,0,1,1,0,0,0,1,52
0,1,1,1,0,0,0,0,1,2,2,2,0,1,1,0,0,1,1,52
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,52
1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,52
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,52
1,1,1,1,1,0,1,1,1,2,2,2,1,1,1,0,0,1,1,52
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,53
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,53
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,53
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,53
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,53
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,53
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,53
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,53
0,0,0,0,0,0,0,1,0,1,2,2,0,1,1,0,0,0,0,54
0,0,1,1,0,0,0,1,0,1,2,2,0,1,1,0,0,1,0,54
0,1,0,0,0,0,0,1,1,2,2,2,0,1,1,0,0,0,0,54
0,1,1,1,0,0,0,1,1,2,2,2,0,1,1,0,0,1,0,54
1,0,0,0,1,0,1,1,0,1,2,2,1,1,1,0,0,0,0,54
1,0,1,1,1,0,1,1,0,1,2,2,1,1,1,0,0,1,0,54
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,54
1,1,1,1,1,0,1,1,1,2,2,2,1,1,1,0,0,1,0,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,1,0,1,55
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,0,1,1,1,55
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,55
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,55
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,1,0,1,55
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,1,1,1,55
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,56
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,56
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,56
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,56
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,56
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,56
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,56
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,56
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,57
0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,57
0,1,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,1,57
0,1,1,1,0,0,0,0,1,2,0,2,0,0,1,0,0,0,1,57
1,0,0,0,1,0,1,1,0,1,0,2,1,1,1,0,0,0,1,57
1,0,1,1,1,0,1,1,0,1,0,2,1,0,1,0,0,0,1,57
1,1,0,0,1,0,1,1,1,2,0,2,1,1,1,0,0,0,1,57
1,1,1,1,1,0,1,1,1,2,0,2,1,0,1,0,0,0,1,57
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,58
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,58
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,58
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,58
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,58
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,58
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,58
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,58
0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,59
0,0,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,59
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,59
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,59
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,59
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,59
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,59
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,59
1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,60
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,60
1,1,0,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,60
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,60
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,61
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,61
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,61
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,62
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,0,0,1,1,62
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,62
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,62
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,62
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,0,63
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,0,63
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,63
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,63
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,63
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,63
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,64
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,64
0,1,0,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,64
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,64
1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,64
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,64
1,1,0,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,64
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,64
0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,65
0,0,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,65
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,65
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,65
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,65
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,65
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,65
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,65
0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,66
0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,0,0,1,1,66
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,1,66
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,66
1,0,0,0,1,0,1,1,0,1,2,2,1,1,1,0,0,0,1,66
1,0,1,1,1,0,1,1,0,1,2,2,1,0,1,0,0,1,1,66
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,66
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,66
0,0,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,67
0,0,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,67
0,1,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,67
0,1,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,67
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,67
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,67
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,67
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,67
0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,68
0,0,1,1,0,0,0,0,1,2,2,2,1,0,1,0,0,1,0,68
0,1,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,68
0,1,1,1,0,0,0,0,1,2,2,2,1,0,1,0,0,1,0,68
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,68
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,68
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,68
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,68
0,0,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,0,1,69
0,0,1,1,0,0,0,1,0,1,2,2,0,0,1,0,0,1,1,69
0,1,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,69
0,1,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,69
1,0,0,0,1,0,1,1,0,1,2,2,1,1,1,0,0,0,1,69
1,0,1,1,1,0,1,1,0,1,2,2,1,0,1,0,0,1,1,69
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,69
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,69
0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,70
0,0,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,70
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,70
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,70
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,70
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,70
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,70
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,70
0,0,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,71
0,0,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,71
0,1,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,71
0,1,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,71
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,71
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,71
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,71
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,71
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,72
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72
0,1,0,0,0,0,0,0,1,2,2,2,1,1,0,0,0,0,1,72
0,1,1,1,0,0,0,0,1,2,2,2,1,0,0,1,0,0,1,72
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,72
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,72
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,72
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,72
0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,73
0,0,1,1,0,0,0,0,1,2,2,2,0,0,0,0,0,1,1,73
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,73
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,0,0,1,1,73
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,73
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,73
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,73
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,73
0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,74
0,0,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,74
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,74
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,74
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,74
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,74
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,74
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,74
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,75
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,75
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,75
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,0,76
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,0,76
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,76
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,76
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,76
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,76
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,77
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,77
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,77
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,77
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,78
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,78
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,1,0,1,78
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,1,1,1,78
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,79
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,79
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,1,79
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,79
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,79
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,79
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,79
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,79
0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,80
0,0,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,80
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,80
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,80
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,80
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,80
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,80
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,80
0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,81
0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,81
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,0,81
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,0,81
1,0,0,0,1,0,1,1,0,1,2,2,1,1,1,0,0,0,0,81
1,0,1,1,1,0,1,1,0,1,2,2,1,0,1,0,0,1,0,81
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,81
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,81
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,82
0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,82
0,1,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,1,82
0,1,1,1,0,0,0,0,1,2,0,2,0,0,1,0,0,0,1,82
1,0,0,0,1,0,1,1,0,1,0,2,1,1,1,0,0,0,1,82
1,0,1,1,1,0,1,1,0,1,0,2,1,0,1,0,0,0,1,82
1,1,0,0,1,0,1,1,1,2,0,2,1,1,1,0,0,0,1,82
1,1,1,1,1,0,1,1,1,2,0,2,1,0,1,0,0,0,1,82
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,83
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,83
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,83
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,83
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,83
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,83
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,83
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,83
0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,84
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,84
0,1,0,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,84
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,84
1,0,0,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,84
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,84
1,1,0,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,84
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,84
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85
0,1,0,0,0,0,0,0,1,2,2,2,0,1,0,0,0,0,1,85
0,1,1,1,0,0,0,0,1,2,2,2,0,1,0,1,0,0,1,85
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,85
1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,85
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,85
1,1,1,1,1,0,1,1,1,2,2,2,1,1,0,1,0,0,1,85
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,86
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86
0,1,0,0,0,0,0,0,1,2,2,2,1,1,0,0,0,0,1,86
0,1,1,1,0,0,0,0,1,2,2,2,1,0,0,1,0,0,1,86
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,86
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,86
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,86
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,86
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,87
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,87
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,1,87
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,87
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,87
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,87
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,87
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,87
0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,1,88
0,0,1,1,0,0,0,0,0,2,2,2,0,0,1,0,0,1,1,88
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,1,88
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,1,88
1,0,0,0,1,0,1,1,0,2,2,2,1,1,1,0,0,0,1,88
1,0,1,1,1,0,1,1,0,2,2,2,1,0,1,0,0,1,1,88
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,88
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,88
1,0,0,0,1,0,1,1,1,2,0,0,1,1,0,0,0,0,0,89
1,0,1,1,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0,89
1,1,0,0,1,0,1,1,1,2,0,0,1,1,0,0,0,0,0,89
1,1,1,1,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0,89
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,90
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,90
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,90
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,90
1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,91
1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,91
1,1,0,0,1,0,1,1,1,2,0,0,1,1,1,0,0,0,1,91
1,1,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,0,1,91
0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,1,92
0,0,1,1,0,0,0,1,0,2,2,2,0,0,0,0,0,1,1,92
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,92
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,0,0,1,1,92
1,0,0,0,1,0,1,1,0,2,2,2,1,1,0,0,0,0,1,92
1,0,1,1,1,0,1,1,0,2,2,2,1,0,0,0,0,1,1,92
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,92
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,92
