BCR,CD40,IL21_4,STAT,Syk,PI3K,BTK,CBM,TRAF6,NEMO_IKK,RelA_p50,IRF4,RAF,Erk,BCL6,Blimp1,cMyc,AID,BCL2,ID
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,1,0,1,93
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,1,0,1,93
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,93
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,93
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,1,0,1,93
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,1,0,1,93
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,94
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,94
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,94
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,94
0,0,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,0,1,95
0,0,1,1,0,0,0,1,0,1,2,2,0,0,1,0,0,1,1,95
0,1,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,95
0,1,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,95
1,0,0,0,1,0,1,1,0,1,2,2,1,1,1,0,0,0,1,95
1,0,1,1,1,0,1,1,0,1,2,2,1,0,1,0,0,1,1,95
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,95
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,95
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,96
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,96
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,96
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,96
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,97
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,97
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,97
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,0,0,1,1,97
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,97
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,0,0,1,1,97
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,97
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,97
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,98
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,98
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,98
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,98
0,0,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,99
0,0,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,99
0,1,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,99
0,1,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,99
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,99
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,99
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,99
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,100
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,0,0,1,1,100
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,100
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,100
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,100
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,100
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,101
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,101
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,101
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,101
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,102
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,102
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,102
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,102
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,103
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,103
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,103
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,103
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
0,1,0,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,104
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,104
1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,104
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,104
1,1,0,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,104
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,104
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,105
0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,105
0,1,0,1,0,0,0,0,1,2,2,2,1,0,1,0,0,1,0,105
0,1,1,1,0,0,0,0,1,2,2,2,1,0,1,0,0,1,0,105
1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,105
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,105
1,1,0,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,105
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,105
0,0,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,0,106
0,0,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,0,106
0,1,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,0,106
0,1,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,0,106
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,106
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,106
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,106
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,106
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,107
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,107
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,107
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,107
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,108
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,108
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,108
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,108
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,108
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,108
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,109
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,109
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,109
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,109
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,109
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,109
0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,110
0,0,1,1,0,0,0,0,0,2,2,2,0,0,0,1,0,0,1,110
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,110
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,110
1,0,0,0,1,0,1,1,0,2,2,2,1,1,0,0,0,0,1,110
1,0,1,1,1,0,1,1,0,2,2,2,1,0,0,1,0,0,1,110
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,110
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,110
0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,111
0,0,1,1,0,0,0,0,0,2,2,2,0,0,0,1,0,0,1,111
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,111
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,111
1,0,0,0,1,0,1,1,0,2,2,2,1,1,0,0,0,0,1,111
1,0,1,1,1,0,1,1,0,2,2,2,1,0,0,1,0,0,1,111
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,111
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,111
0,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,112
0,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,112
0,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,112
0,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,112
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,112
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,112
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,112
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,112
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,113
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,113
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,113
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,113
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,113
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,113
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,113
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,113
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,114
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,114
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,114
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,114
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,114
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,114
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,114
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,114
0,0,0,0,0,0,0,1,1,2,2,2,1,1,0,0,0,0,1,115
0,0,1,1,0,0,0,1,1,2,2,2,1,0,0,0,0,1,1,115
0,1,0,0,0,0,0,1,1,2,2,2,1,1,0,0,0,0,1,115
0,1,1,1,0,0,0,1,1,2,2,2,1,0,0,0,0,1,1,115
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,115
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,115
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,115
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,115
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,116
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,116
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,116
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,116
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,116
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,116
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,116
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,116
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,117
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,117
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,117
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,117
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,117
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,117
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,117
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,117
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,118
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,118
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,118
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,118
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,118
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,118
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,118
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,118
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,119
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,119
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,119
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,119
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,119
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,119
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,119
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,119
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,120
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,120
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,120
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,120
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,120
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,120
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,120
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,120
0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,1,121
0,0,1,1,0,0,0,1,0,1,2,2,0,0,0,1,0,0,1,121
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,121
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,121
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,121
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,121
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,121
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,121
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,122
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,122
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,122
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,122
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,122
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,122
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,122
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,122
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,123
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,123
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,123
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,123
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,123
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,123
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,123
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,123
0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,124
0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,0,0,1,1,124
0,1,0,0,0,0,0,0,1,2,2,2,1,1,0,0,0,0,1,124
0,1,1,1,0,0,0,0,1,2,2,2,1,0,0,0,0,1,1,124
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,124
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,0,0,1,1,124
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,124
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,124
0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,1,125
0,0,1,1,0,0,0,1,0,1,2,2,0,0,0,1,0,0,1,125
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,125
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,125
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,125
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,125
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,125
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,125
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,126
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,126
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,126
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,126
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,126
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,126
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,126
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,126
0,0,0,0,0,0,0,1,0,1,2,2,1,1,0,0,0,0,1,127
0,0,1,1,0,0,0,1,0,1,2,2,1,0,0,0,0,1,1,127
0,1,0,0,0,0,0,1,1,2,2,2,1,1,0,0,0,0,1,127
0,1,1,1,0,0,0,1,1,2,2,2,1,0,0,0,0,1,1,127
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,127
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,0,0,1,1,127
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,127
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,127
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,128
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,128
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,128
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,128
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,128
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,128
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,128
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,128
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,129
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,129
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,129
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,129
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,129
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,129
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,129
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,129
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,130
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,130
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,130
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,130
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,130
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,130
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,130
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,130
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,131
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,131
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,131
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,131
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,131
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,131
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,131
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,131
0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,1,132
0,0,1,1,0,0,0,1,0,1,2,2,0,0,0,1,0,0,1,132
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,132
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,132
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,132
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,132
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,132
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,132
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,133
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,133
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,133
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,133
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,133
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,133
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,133
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,133
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,134
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,134
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,134
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,134
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,134
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,134
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,134
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,134
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,135
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,135
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,135
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,135
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,135
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,135
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,135
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,135
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,136
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,136
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,136
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,136
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,136
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,136
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,136
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,136
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,137
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,137
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,137
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,137
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,137
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,137
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,137
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,137
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,138
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,138
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,138
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,138
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,138
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,138
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,138
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,138
0,0,0,0,0,0,0,1,1,2,2,2,1,1,0,0,0,0,1,139
0,0,1,1,0,0,0,1,1,2,2,2,1,0,0,0,0,1,1,139
0,1,0,0,0,0,0,1,1,2,2,2,1,1,0,0,0,0,1,139
0,1,1,1,0,0,0,1,1,2,2,2,1,0,0,0,0,1,1,139
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,139
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,139
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,139
